
title,company,contract_type,location,salary,remote_type,starting_date,require_experience,education,description,profil_experience,publication_date,url_direct_offer,source
Data Engineer - Energie & Retail - Lyon,"{'name': 'SOPRA STERIA', 'sector': 'IT / Digital, Organisation / Management', 'employees': '50000 collaborateurs', 'creation_year': '1968', 'turnover': '5,1 Mds', 'mean_age': '37 ans'}",CDI,Limonest,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Description de l’entreprise
Sopra Steria, l’un des leaders européens de la Tech reconnu pour ses activités de conseil, de services numériques et d’édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d’activité et des technologies innovantes à une approche résolument collaborative.
Sopra Steria place l’humain au centre de son action et s’engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif.
Fort de 50 000 collaborateurs dans près de 30 pays, le Groupe a réalisé un chiffre d’affaires de 5,1 milliards d’euros en 2022.
The world is how we shape it
Description du poste
Notre promesse :
“Avoir l’opportunité d’évoluer et de développer expertises et compétences grâce à des expériences variées au sein d’un Groupe multi-métiers et multisectoriels, intervenant auprès des plus grandes entreprises Européennes”.
Dans ce cadre, pourquoi ne pas devenir Architecte ou encore Directeur/rice technique dans l’avenir ?
Votre futur environnement de travail :
Vous intégrez une équipe de data engineer’s, directement chez notre client basé dans le 7e arrondissement de Lyon.
Notre client est spécialisé dans les métiers de l’énergie. Vous travaillez sur différents contextes métier comme la production, le transport ou encore la fourniture de gaz et d’électricité :
Solution de supervision de la production et consommation d’électricité en temps réel, afin de contrôler l’équilibre offre / demande ;
Solution « big data » qui permet à notre client de stocker, exploiter et valoriser l’ensemble des données collectées et gérées dans le cadre de son activité.
Votre rôle et vos missions :
Participer aux phases de développement d’applications Big Data (ETL, création de pipelines, développement de dashboards, gestion et administration des flux de données) ;
Traiter des problématiques full-stack ;
Concevoir des architectures innovantes ;
Assurer l’amélioration continue du projet et de ses membres ;
Travailler avec des méthodologies SAFe ou DevOps.
Vous travaillez autour des technologies Spark, Hadoop, Nifi, Elastic search, Java, AWS et Azure.
Qualifications
Votre profil :
Vous êtes diplômé(e) d’une école d’Ingénieur ou équivalent Universitaire, et disposez d’une première expérience significative en ingénierie de la donnée de 3 ans minimum sur une fonction similaire ;
Vous maîtrisez différentes technologies telles que Nifi, Elastic Search, Hadoop, Spark, Google Cloud Al Platform ou encore Java ;
Vous avez un bon esprit d’analyse et de synthèse, le sens du relationnel, vous êtes polyvalent(e) et autonome.
Informations supplémentaires
Les avantages à nous rejoindre :
Un accord télétravail pour télétravailler jusqu’à 2 jours par semaine selon vos missions.
Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d’intéressement, des primes vacances et cooptation.
Un accompagnement individualisé avec un mentor.
Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.
Plusieurs centaines de formations accessibles en toute autonomie depuis l’app mobile avec Sopra Steria Academy.
La possibilité de s’engager auprès de notre fondation ou de notre partenaire « Vendredi ».
L’opportunité de rejoindre le collectif Tech’Me UP (formations, conférences, veille, et bien plus encore…).
Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.
Voir moins",,2024-01-16,https://www.welcometothejungle.com/fr/companies/sopra-steria/jobs/data-engineer-energie-retail-lyon_limonest_SS_Za867VL?q=c8f40c347a4aff59a08f837b100c6ea4&o=de4376bf-1f0d-46a4-8a15-6235603c908e,wttj
Data Engineer (Internship),"{'name': 'WIREMIND', 'sector': 'Logiciels, Mobilité, SaaS / Cloud Services', 'employees': '91 collaborateurs', 'creation_year': '2014', 'turnover': None, 'mean_age': '29 ans'}","Stage
(6 mois)",Paris,Non spécifié,Télétravail occasionnel,,,,"Descriptif du poste
At Wiremind, the Data Science team is responsible for the development, monitoring and evolution of all ML-powered forecasting and optimization algorithms in use in our Revenue Management systems. Our algorithms are divided in 2 parts:
A modelling of the unconstrained demand using ML models (e.g. deep learning, boosted trees) trained on historical data in the form of time-series
Constrained optimizations problems solved using linear programming techniques
The team is now entering a scaling phase where we will face the challenge to stay agile in terms of innovation while supporting and closely monitoring deployed algorithms.
This rapid growth comes with a multiplication of data sources and deployed predictive models. In order to maintain high prediction accuracies and ascertain data quality, we are looking for a Data Engineer Intern with a passion for software engineering and rigorous mind.
You will be joining a team shaped to have all profiles necessary to constitute an autonomous departement (devops, software and data engineering, data science, AIML, operational research).
There, you will support the ML engineers by improving our MLOps platform, work closely with software engineers to implement the data science algorithms in the client applications and exchange with the platform team to keep the infrastructure debt at a minimum.
As a Data Engineer Intern, you will be responsible for :
Help the team deploy our algorithms in production in a safe, scalable and maintainable way
Support the ML team in their use of the MLOPs framework
Technical stack:
Backend: Python 3.7+ with SQLAlchemy, Remoulade, Flask/FastAPI
Argo over an auto-scaled Kubernetes cluster for orchestration
Data-store: Postgresql, Elasticsearch, Redis
Gitlab for continuous delivery
Common ML libraries: TensorFlow, LightGBM, XGBooost, Pandas, Dask, Dash
THE BENEFITS OF THE JOB 🚀
International environment 🌍
Hyper-growth start-up: strong growth in our turnover and workforce 📈
Joining a committed team that offers you opportunities for development 🧑‍💻
Variety of tasks and a high degree of autonomy
Position based in the heart of Paris (Bd Poissonnière) ✨
Attractive remuneration indexed to performance 💪
Luncheon vouchers 🌮
A hybrid policy: 2 days’ remote a week and the possibility of occasionally working from abroad 💻
Start date: as soon as possible
Type of contract: internship
Voir moins","Profil recherché
Above average in terms of rigor and autonomy, you are proactive and curious.
Good general culture in computer science and you are looking for a quick progression perspective in an environment with best development practices.
Interested in solving business problems through technological solutions.",2024-01-15,https://www.welcometothejungle.com/fr/companies/wiremind/jobs/data-engineer-internship_paris?q=c8f40c347a4aff59a08f837b100c6ea4&o=d9a27039-daf5-4a9b-ac18-617b1d028bb7,wttj
Consultant·e Cloud Data Engineer GCP/Azure,"{'name': 'SAEGUS', 'sector': 'IT / Digital, Stratégie', 'employees': '120 collaborateurs', 'creation_year': '2014', 'turnover': '14M€', 'mean_age': '30 ans'}",CDI,Paris,42K à 60K €,Télétravail occasionnel,26 février 2024,> 3 ans,Bac +5 / Master,"Descriptif du poste
Concrètement, quelle sera la mission et les réalisations attendues ❓
En tant que Consultant·e Data Engineer, tu seras intégré·e à l’équipe Smart Data dont la mission est d’aider ses clients à tirer profit des technologies les plus innovantes pour valoriser leurs données. De l’acquisition à la restitution, tu interviens sur chaque étape du processus d’aide à la décision.
Tu participeras aux missions de conseil et d’expertise afin de contribuer à l’atteinte des objectifs majeurs de nos clients et contribueras à la réalisation de projets tels que :
⚡️ Le design d’une plateforme Azure Cloud et la mise en place de pipeline d’ingestion et exposition de données pour la mise à disposition de données métiers, rafraichies toutes les 30mn
⚡️ La mise en place des bonnes pratiques et l’initialisation du Datalab pour un grand groupe d’assurance, et l’accompagnement à l’industrialisation des algorithmes pour les usages métiers
⚡️ L’ensemble des traitements d’ingestion et préparation des datasets afin d’alimenter des Dashboard de monitoring de l’activité digitale Worldwide d’un grand groupe cosmétique afin de mesurer l’empreinte des marques sur les médias et réseaux sociaux
⚡️ L’accompagnement à la création et l’activité d’une Data Factory pour traiter l’ensemble des données d’un grand groupe de distribution et mettre à disposition des données qualifiées pour les différents use cases métiers
Nous recherchons un.e passionné.e possédant une envie de de fédérer et faire monter en valeur les consultants autour des thématiques Data Engineering recouvrant la mise en place de Plateforme de données, des bonnes pratiques de développements et des process DataOps, l’industrialisation de pipeline de traitements de données pouvant aller jusqu’à la Data Visualisation.
➜ Dans quel environnement ?
En fonction de tes missions et réalisations projet, tu seras amené·e à intégrer des équipes composées de Data Engineer, Data Scientist, Data Architects, organisées en mode agile. Tes activités s’appuieront sur les méthodes et savoir-faire de Saegus et sur son catalogue d’outils et technologies sur lesquels tu as une maîtrise sur plusieurs d’entre eux :
✅ Bonnes connaissances sur les architectures data et cloud (connaissance d’un environnement Cloud) :
Azure (Data Factory, Synapse, ADLS, Databricks)
Google GCP (BigQuery, Composer, Data Studio)
✅ SQL, Python
✅ Spark, PySpark
✅ Airflow, Kafka, Jenkins
✅ Solides connaissances des processus collaboratifs et outils de développement (DevOps, Git, CI/CD…)
Les connaissances suivantes seraient un plus ⤵️
OpenShift, Docker, Kubernetes
Data visualisation
Bases NoSQL
Certification Data Engineer (Azure Data Engineer, Google Professional Data Engineer ou Snowflake SnowPro)
Ce que nous t’apportons
💫 FORMATIONS ET DÉVELOPPEMENT DE CARRIÈRE
Une journée de formation incluse dans ton parcours d’onboarding lors de ton premier mois d’arrivée pour partager sur les fondamentaux et répondre à tes questions
Accès à un coach interne et consultant comme toi pour t’accompagner dans ton quotidien (questions en particulier, aide, montée en compétences)
Un plan de formations et de certifications ambitieux (minimum 1 certification offerte par an)
⭐️ AVANTAGES
Remboursement de tes frais de transports (remboursement à 100% de ton pass navigo ou forfait mobilité durable jusqu’à 700€ par an pour l’utilisation et l’aide à l’achat de matériel de mobilité douce)
Titres restaurant à hauteur de 216€/mois pris en charge à 60% par Saegus (Carte Swile)
Prime vacances (versée en juin)
Prime téléphone 25€/mois
Prime d’intéressement aux résultats de l’entreprise
Prise en charge par Saegus de la mutuelle à la hauteur de 75%
👋 COHÉSION ET CONVIVIALITÉ
Organisation de deux activités par mois (fun, solidaire ou excellence) par notre Team Anim
Un séminaire annuel pour favoriser la cohésion entre Saegusiens
Accès aux locaux de Saegus, très accueillants dans le centre de Paris notamment lors de nos SaegUp mensuel
Voir moins","Profil recherché
🎯 Idéalement, en termes de compétences, nous recherchons :
Un profil de formation supérieure (Bac + 5 minimum), ingénieur ou équivalent, avec une expérience d’au moins 3 ou 4 ans minimum dans le domaine du Big Data.
Tu as déjà mené avec succès plusieurs projets Big Data avec des références significatives dans la mise en place de flux de données et de traitement de l’information.
Tu interviens en autonomie sur tes projets et as une première expérience d’encadrement technique.
Tu es motivé.e pour intégrer une structure alliant l’exigence d’un cabinet de conseil et le dynamisme et l’agilité d’une start-up.
Tu es un·e très bon·ne communiquant·e et as un fort esprit d’initiative, un goût prononcé pour les nouvelles technologies et un bon esprit de synthèse.
Ton sens du service et ton écoute client te permettront de t’inscrire parfaitement dans la culture de notre cabinet de conseil.
La maîtrise de l’anglais et du français à l’écrit et à l’oral est indispensable.
Voir plus",2024-01-15,https://www.welcometothejungle.com/fr/companies/saegus/jobs/consultant-confirme-data_paris?q=c8f40c347a4aff59a08f837b100c6ea4&o=6c29726a-ea58-491d-a646-a6f7ef9540ad,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake?q=c8f40c347a4aff59a08f837b100c6ea4&o=4554ef97-cc0b-42ee-8a85-828f7e6506d6,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,Saint-Herblain,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake_saint-herblain_KC_GpN24oz?q=c8f40c347a4aff59a08f837b100c6ea4&o=65f4d9e7-9715-4ea4-95a7-82bb9784a6f4,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake_KC_zNjo2gl?q=c8f40c347a4aff59a08f837b100c6ea4&o=66842ad1-8281-47f6-acde-2db2b9385dae,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,Levallois-Perret,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake_levallois-perret?q=c8f40c347a4aff59a08f837b100c6ea4&o=3abcf01b-9714-4233-b584-5ad38e2a561e,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,Villeurbanne,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake_villeurbanne?q=c8f40c347a4aff59a08f837b100c6ea4&o=38c0d978-ac4a-4515-b171-149375e54991,wttj
Consultant(e) Data Engineer Snowflake,"{'name': 'KPC', 'sector': 'IT / Digital, Organisation / Management, Big Data', 'employees': '300 collaborateurs', 'creation_year': '2010', 'turnover': '40 M€', 'mean_age': '34 ans'}",CDI,Levallois-Perret,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Rejoignez la plus grosse équipe SNOWFLAKE certifiée en France ! KPC est Partner Elite Snowflake, le plus haut niveau de certification. 
Vous souhaitez intégrer une ESN à taille humaine vous permettant de travailler sur des projets challengeant et de monter en compétences ? Ce poste est pour vous ! 
Vous serez amené à travailler sur :
Elaboration d’architectures optimisées dans un contexte Snowflake,
Conception et mise en place des ingestions de données (temps réel, Kafka, Snowpipe),
Modélisation de données (Star Schéma, DataVault, DataMesh, virtualisation) - DataOps
Mise en oeuvre des transformations et de la valorisation des données (SQL, Python, Java, Scala) - DataOps
Optimisation des performances et des coûts d utilisation Snowflake (FinOps)","Profil recherché
Vous êtes issu d’une école d’ingénieur ou d’un Master 2 
 Vous avez une première expérience sur du Snowflake ou au moins 2  ans de SQL",2024-01-15,https://www.welcometothejungle.com/fr/companies/kp-consulting/jobs/consultant-data-engineer-snowflake_levallois-perret_KC_6K9a85j?q=c8f40c347a4aff59a08f837b100c6ea4&o=652077ee-3d5e-4301-899c-6ac7e22a9f4d,wttj
Data engineer (H/F),"{'name': 'EKINOX', 'sector': 'Logiciels, Intelligence artificielle / Machine Learning, Incubateur / Accélérateur', 'employees': '20 collaborateurs', 'creation_year': '2019', 'turnover': None, 'mean_age': '30 ans'}",CDI,Paris,Non spécifié,Télétravail fréquent,,> 2 ans,Bac +5 / Master,"Descriptif du poste
A propos de votre mission :
Avec nous, vous travaillerez en équipe. Vous vous entraînerez avec des coéquipiers à votre image (et donc à notre image) dans un cadre agile (souvent Scrum), jusqu’à entrer en résonance avec eux. Lorsque vous travaillez pour votre client, votre sens de l’empathie vous pousse à toujours mieux comprendre ses problématiques de fond. Votre socle méthodologique sera sérieusement constitué de TDD, BDD, pair programming et autres principes établis de qualité tirées notamment des pratiques prônées par Extreme Programming ou du Craftsmanship Manifesto. Fortement impliqué dans la vision produit, vous considérez le Product Manager au même titre que n’importe quel autre de vos coéquipiers.","Profil recherché
Ce qu’Ekinox recherche chez vous :
Vous avez une expérience de 2 ans ou plus (mais on peut toujours en discuter)
Vous vous sentez concerné·e par le software craftsmanship et faites de la veille technologique
Vous aimez travailler en équipe et partager vos connaissances
Vous êtes ouvert·e aux autres et acceptez leurs points de vue avec bienveillance
Vous contribuez à la progression des personnes qui vous entourent
Compétences techniques :
Voici une liste non-exhaustive des technologies que nous utilisons. Vous aurez pour mission de produire de la valeur avec un certain nombre d’entre elles:
Langages de programmation suivants : Python, Java, Scala
Outils d’industrialisation : Gitlab CI / Github Actions / Google Cloud Build
Infrastructure et déploiement : Docker / Kubernetes, Terraform
Travail en équipe : Git
Web : Spring et autres frameworks
Voir plus",2024-01-15,https://www.welcometothejungle.com/fr/companies/ekinox/jobs/data-engineer_paris?q=4312f2244a62de3032cd18401125b56f&o=d00e3955-fd83-4faf-9b75-e600d0f0c6a9,wttj
Data Engineer Stagiaire,"{'name': 'JAKALA', 'sector': 'Digital Marketing / Data Marketing, Big Data, E-commerce', 'employees': '150 collaborateurs', 'creation_year': '2023', 'turnover': '15M€', 'mean_age': '31 ans'}","Stage
(6 mois)",Caen,Non spécifié,Télétravail fréquent,,> 6 mois,Bac +5 / Master,"Descriptif du poste
En tant que Stagiaire Data Engineer, vous évoluez au sein d’une équipe d’une vingtaine de développeurs, ingénieurs en science des données, algorithmiciens, intégrateurs et graphistes.
Sujet 1 : Streaming
Vous avez pour mission de concevoir et d’implémenter différents frameworks dans des environnements cloud permettant de traiter en temps réel  des données provenant d’objets connectés (IOT).
Ces frameworks seront à implémenter sur les différents environnements cloud (AWS, GCP, Azure, OVH).
Sujet 2 : Développement ETL - Kedro
Vous avez pour mission de développer des pipelines Python en utilisant l’outil Kedro sur différents environnements cloud.
Thématiques abordées :
pipelines
multi threading
algorithmie
data catalog
CICD
Viz
Voir moins","Profil recherché
En dernière année d’école d’Ingénieur ou universitaire, vous avez une grande appétence pour l’environnement Big Data.
Compétences attendues:
Bonne connaissance dans le développement logiciel 
Bon niveau en Python 
API REST
scripts et logiciel
data visualisation
pré étude via Notebooks Jupyter
Bon niveau en Java
Bonne connaissance de l’environnement container Docker (Kubernetes est un plus)
Bonne connaissance de SQL et d’un système de SGBDr (PostgreSQL, MySQL)
Connaissance des environnements cloud (VM, Containers)
Connaissance de Git et travail en équipe
Curieux.se, passionné.e et rigoureux.se, vous évoluez dans un contexte innovant, challengeant et bienveillant.
Voir plus",2024-01-15,https://www.welcometothejungle.com/fr/companies/soyhuce/jobs/stagiaire-data-engineer?q=4312f2244a62de3032cd18401125b56f&o=575c0e15-e699-4dc3-9235-4ae82be6c31f,wttj
DATA ENGINEER (F/H),"{'name': 'ACTINVISION', 'sector': 'Intelligence artificielle / Machine Learning, Transformation, Big Data', 'employees': '50 collaborateurs', 'creation_year': '2014', 'turnover': '5M€', 'mean_age': '29 ans'}",CDI,Paris,Non spécifié,Télétravail occasionnel,,> 2 ans,Bac +5 / Master,"Descriptif du poste
Vous serez amené(e) à travailler sur différents projets innovants, pour des clients de toute taille, dans des secteurs divers et variés tels que l’agroalimentaire, le commerce, la distribution, la banque, la finance, le luxe, l’énergie, l’industrie, la pharma/chimie ou encore la santé.
En tant que Data Engineer passionné(e), vous aiderez nos clients à relever les challenges d’aujourd’hui et de demain en intégrant leurs données au sein d’infrastructures, On-Premise et Cloud. A la suite d’une période d’intégration destinée à vous familiariser avec la méthodologie Actinvision, vous interviendrez dans toutes les phases de projets, de l’analyse du besoin client à la livraison de la solution technique en passant par le chiffrage et les développements. Vous évoluerez en équipe mais également de manière autonome dans un environnement technique porteur d’innovations incluant par exemple la modélisation et la construction d’entrepôts de données (Data Warehouses), le design de flux d’intégration au moyen d’outils (Matillion etc. ) permettant l’alimentation de ces derniers, ou encore la mise en place et l’optimisation dans le respect des bonnes pratiques d’architectures Data, notamment Cloud (e.g. Snowflake ou Azure).
Le développement des compétences est un aspect primordial. Ce développement continu est appuyé par les ressources officielles mises à disposition par l’ensemble des éditeurs partenaire d’Actinvision et complété par des ressources internes. Les compétences acquises pourront être valorisées aux travers de certifications éditeurs hautement qualifiantes.
MISSIONS PRINCIPALES : • Participer en équipe ou de façon autonome à la mise en œuvre de projets Data/Business Intelligence (BI), en se focalisant principalement sur les partie intégration et stockage de la donnée • Recueil du besoin client technico-fonctionnel permettant la mise en place d’architectures pour la collecte et l’extraction de données depuis diverses sources (bases de données Cloud, applications métier, API, etc.), la manipulation et la transformation de ces données, puis le chargement de ses dernières au sein de base de données de type Data Warehouses (DWH) • Design des infrastructures/architectures Data et modélisation des DWH cibles, lesquels seront principalement utilisés dans le cadre d’opérations de Reporting et/ou de Data Visualisation • Réalisation de flux d’intégration et transformation de donnée
Voir moins","Profil recherché
De formation Bac+5 en informatique, vous disposez de minimum 1 an d’expérience sur un poste similaire.
Savoir-faire, compétences techniques requises :
• Langage SQL et modélisation DWH
• Pratique d’un outil d’intégration ETL / ELT
• Connaissances en bases de données relationnelles (e.g. SQL Server ou MySQL)
• Connaissances sur une plateforme Cloud Data (Snowflake, Azure, AWS ou GCP)
• Connaissances de la chaîne de valeur de la Data, et particulièrement de la BI
Savoir-faire, compétences techniques appréciées :
• Connaissances en architectures Cloud (sécurité, performances, maîtrise des coûts, etc.)
• Programmation procédurale, e.g. T-SQL ou PL/SQL
• Un langage de programmation orienté objet, e.g. Java ou Python
• A l’aise avec l’utilisation d’API / de Web Services
• Notions sur l’ESB
Savoir-être, compétences fonctionnelles :
• Passion pour la Data
• Autonomie / Travail et esprit d’équipe (incluant le partage des connaissances)
• Force de proposition / Capacité à rechercher et trouver des solutions
• Créativité et curiosité
• Dynamisme et réactivité
• Sens du service
• Capacité à participer à l’animation de la communauté (interne et externe)
• Anglais technique
• Pour un poste confirmé : Expérience probante dans les domaines du DWH et de l’intégration de données (cloud et/ou on-prem)
Voir plus",2024-01-12,https://www.welcometothejungle.com/fr/companies/actinvision/jobs/data-engineer-f-h_paris?q=4312f2244a62de3032cd18401125b56f&o=6d1265f3-884b-4d02-8b6e-0d9f4762ea06,wttj
