title,company,contract_type,location,salary,remote_type,debut_date,require_experience,education,description,profil_experience
Data Engineer,"{'name': 'PICTARINE', 'sector': 'Application mobile, Logiciels, E-commerce', 'employees': '50 collaborateurs', 'creation_year': '2009', 'turnover': '14M$', 'mean_age': '32 ans'}",CDI,Toulouse,Non spécifié,Télétravail occasionnel,,> 3 ans,,"Descriptif du poste
Mission and challenges 🎯
Si tu es enthousiaste à embarquer dans la nouvelle équipe data de Pictarine pour la faire rayonner avec tout ton savoir-faire, alors c’est l’aventure qu’il te faut! 🏔️
Avec plus de 1K tables, 2M de clients et 4M de commandes en 2022, les équipes de Pictarine ne sont jamais à court d’idées pour explorer de nouveaux horizons. 🚀
En tant que Data Engineer chez Pictarine tu vas pouvoir utiliser toute ta créativité pour garantir la qualité de la data, accompagner et challenger les besoins data.
Tu évolueras au sein de l’équipe Engineering, composée des pôles dev & data. Tu rejoindras une équipe data déjà composée d’une data analyste, Romane, et de la data manager, Marie !
Ton rôle comprendra les aspects suivants 👇🏻
Tu es garant de la qualité de la data !
En simplifiant la structure de la data et réduisant le nombre de tables
En transformant les données pour les rendre facilement utilisables
En orchestrant le flux des données de manière continue et automatique
Tu accompagnes et challenges les équipes de Pictarine !
En co-construisant des solutions data appropriées
En élevant le niveau de jeu des méthodes data existantes
En faisant rayonner la data autour de bonnes pratiques et d’outillages adéquates
Voir moins","Profil recherché
About you 💎
Tu as au moins 3 ans d’expérience sur un poste similaire
Tu as de bonnes connaissances dans la transformation des données (ETL), la conception de modèles de données et les stratégies d’optimisation des requêtes
Tu as des compétences en DevOps pour le déploiement et la gestion efficace des pipelines de données
Tu as une bonne maîtrise de Python, SQL & Github
Tu maîtrises l’un des data warehouse suivants : BigQuery, Refshift, Snowflake, Synapse Analytics
Tu as une passion pour résoudre des problèmes business avec la programmation
Tu es curieux de tester des nouvelles technologies
Tu es organisé, rigoureux et portes une grande attention aux détails
Tu es doté d’excellentes qualités relationnelles, de communication et de vulgarisation
Tu es un team player et toujours à l’affût de nouvelles idées
Work @ Pictarine✨
Un environnement de travail agile, collaboratif, international et multiculturel
Voir plus"
Data engineer intern,"{'name': 'EQUATIV', 'sector': 'AdTech / MarTech', 'employees': '600 collaborateurs', 'creation_year': '2001', 'turnover': None, 'mean_age': '33 ans'}",Stage,Paris,Non spécifié,Télétravail non autorisé,,,Bac +5 / Master,"Descriptif du poste
👫 About the team
At Equativ, we’re on a mission to develop advertising technologies that empower our customers to reach their digital business goals. This means that we rely on massively scalable, widely distributed, highly available, and efficient software systems; the platform deals with over 3 millions requests per second managed by 3,000 servers.
Our innovation team based in Paris, Nantes, Limoges, Krakow and Berlin is composed of 100+ straightforward and energetic engineers working in an Agile environment and ready to tackle the most complex technical challenges.
At Equativ, we’re on a mission to develop advertising technologies that empower our customers to reach their digital business goals. This means that we rely on massively scalable, widely distributed, highly available, and efficient software systems; the platform deals with over 100 billions requests per day and above 40 Gbps of network traffic. 
Our data engineering team is composed of 8 skilled engineers and is based in Paris. We are part of the R&D department which is composed of 120+ engineers spread across Paris, Nantes, Limoges, Krakow and Berlin all working in an Agile environment and ready to tackle the most complex technical challenges.
The data engineers are split in two sub-teams working in close collaboration:
Pipeline team: Maintaining and enhancing the operationality of our on-premise and cloud data pipelines which feed our warehouses and APIs.
Feature team: Apply best in class data modeling and orchestrating data transformations in our warehouses, leading the day-to-day management of these warehouses.
Our Mission
Our Data Engineering team is central to Equativ’s data centric business and is responsible to ingest, transform, model and redistribute all data coming from our ad tech platform.
We aim at building scalable and robust Big Data platforms from ingestion to business actionable consumption. Our Big Data ecosystem must handle huge volumes (15 Tb per day), short & long term data storage, complex data modeling, real-time and batch ELT as well as providing external access through dedicated APIs.
We enhance and deliver Equativ data directly to our customers and throughout the company whether it is for BI analysis, data science models feeding, customer reporting, invoicing and more.
We rely on a top tier on-premise & cloud stack (Kafka, Flink, ClickHouse, Bigquery, Dataflow, Airflow, DBT…) and work hard to increase reporting capabilities, lower maintenance time, improve performances and simplify the access to our raw data.
What you will do
As a data engineer intern, you will be supporting one of the two sub-team (pipeline or feature) in their tasks and projects:
Take a leading part on a data engineering project such as but not limited to:
Proof of Concept of Clickhouse Cloud
Improvement of the data transformation process with DBT, BigQuery and Airflow
Development of new functionalities on our internal tools (APIs, software applications)
Setup a data lineage application (castor doc) 
Support the data engineering team in their day-to-day activities
Enhance our DevOps process with CI/CD and testing framework.
Monitor performances and workflow of our applications using reporting tool (Grafana)
Take part in improving and deploying data engineering standards, documentation and operational guidelines around data usage at Equativ
About you
Master degree in Computer Science or similar technical field of study.
Prior experience in data or software development related environment is desired.
Experience with a cloud datawarehouse (BigQuery, Snowflake, Databrick,..) is a plus.
Good knowledge of SQL and one other data programming language (Java preferred, Python, Scala..). 
Knowledge on the software development process (Git, CI/CD, test, scrum)
Working proficiency and communication skills in verbal and written English
Strong interest in big data and cloud computing technologies. 
👋 About us 
Equativ is the new single name for Smart Adserver, DynAdmic, LiquidM and Nowtilus — four proven innovators in advertising technology. The vertically integrated company provides brand and privacy-safe solutions that empower its clients to achieve maximum impact while respecting the rights of consumers. The union combines client expertise and engineering excellence to serve the interests of both the supply- side and demand-side with equal professionalism and technical sophistication.
Headquartered in Paris and New York, Equativ operates globally with a team of more than 550 people in 20 offices. Equativ offers the market its own independent ad server, SSP, buyer tools, and media services to fulfill the promise of advertising technology. Learn more at Equativ.com.
The company is ranked on the Deloitte Technology Fast 500 EMEA and in the Financial Times’ FT 1000: Europe’s Fastest-Growing Companies.
Equativ (formerly Smart AdServer) has been awarded the HappyIndex@Work label and is proud to be among the best companies in the ChooseMyCompany ranking, recognized for its flexible working environment.
Come and lead the charge with us in building a transparent ecosystem based on quality!
----------------------
Equativ is an equal opportunity employer. Equal access to employment, services, and programs are available to everyone, regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you require reasonable accommodation throughout the application and/or interview process, please contact the recruitment team at ta-team@equativ.com
Voir moins",
Data Engineer,"{'name': 'NIELSENIQ GROUP INCL DATA IMPACT AND GFK', 'sector': 'Big Data, E-commerce', 'employees': '40000 collaborateurs', 'creation_year': '1923', 'turnover': None, 'mean_age': None}",CDI,Paris,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
We’re looking for an experienced Data Engineer to join our growing Machine Learning team.Your work will entail the following :
Creating data flows
Working on data versioning
Launching flows in orchestration tools
Improve CI/CD pipelines
Dependencies management (poetry)
Deploying scripts/models created by data scientists on Notebooks
Contrat : CDI
Localisation : Paris 10e
#LI-DAIM
About NIQ
NIQ is the world’s leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insights—delivered with advanced analytics through state-of-the-art platforms—NIQ delivers the Full View™.
NIQ, is an Advent International portfolio company with operations in 100+ markets, covering more than 90% of the world’s population. For more information, visit NIQ.com.
Want to keep up with our latest updates?
Follow us on: LinkedIn | Instagram | Twitter | Facebook
  Our commitment to Diversity, Equity, and Inclusion
NIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us.
We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide.
Learn more about how we are driving diversity and inclusion in everything we do by visiting the NielsenIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion/
NIQ or any of our subsidiaries will never ask you for money at any point of the recruitment or onboarding process.
Voir moins","Profil recherché
1-2 years of experience
Proficiency with Python
Experience with distributed systems to manipulate big data (Dask, Spark)
Experience with ML datasets is a plus
Experience creating ETL pipelines
Experience working with GCP (Google Cloud Platform) on main data services (cloud storage, bigquery, cloud build, GKE..)
Experience using orchestrators (airflow, dagster...)
Work environment (Linux, Jupyter, Python, Git, Docker, SQL, NoSQL, ...)
Significant experience with Pandas, SQL technologies and writing Dockerfiles
Professional level of French and English"
Senior Data Engineer (H/F),"{'name': 'STUDI - DIGITAL EDUCATION FOR LIFE', 'sector': 'Education, EdTech, Formation', 'employees': '1000 collaborateurs', 'creation_year': '1999', 'turnover': None, 'mean_age': '34 ans'}",CDI,Pérols,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
Avec plus de 1000 collaborateurs, Studi est LA grande école en ligne française, acteur incontournable de l’edtech et leader sur son marché de la formation en ligne et l’alternance.
Filiale Edtech de Galileo Global Education - N°1 groupe mondial de l’enseignement supérieur privé - Studi propose plus de 200 formations reconnues par l’État du niveau CAP au BAC+5 et forme plus de 70 000 apprenants chaque jour. 
Pour y parvenir, Studi accélère son développement en France et à l’international 🌍, et souhaite renforcer ses effectifs.
Nous recrutons continuellement de nouveaux talents passionnés qui souhaitent grandir et prendre part à une belle aventure.
Join us ! 😎
 Vos missions
Sous la responsabilité du Head of Data, le Senior Data Engineer est chargé de collecter, transformer et activer la data afin d’accompagner la prise de décision. Il est chargé de la conception de solutions robustes, permettant le traitement de volumes importants de pipelines données. Par ailleurs, les solutions choisies doivent être suffisamment sécurisées et lisibles pour les Data Analysts et Data Scientists qui seront les premiers consommateurs de ces données stockées, nécessaires aux besoins opérationnels et décisionnels de l’entreprise.
Vous concevez, développez et maintenez des pipelines de données robustes, évolutifs et fiables pour le recueil, le traitement et la distribution des données. 
Vous assurez la qualité des données en mettant en place des processus de nettoyage, de transformation et de validation et mettez en œuvre des solutions de stockage adaptées et performantes. 
Vous optimisez les performances des requêtes et des processus liés aux données pour garantir une réponse rapide aux besoins des Data Analysts. 
Vous participez à la documentation des architectures, des processus et des flux de données et collaborez avec les équipes de sécurité afin d'en garantir la confidentialité et leur conformité. 
Vous disposez d'une expérience significative en ingénierie des données et une solide connaissance des technologies ETC (Extract, Transform, Load).
Vous maitrisez les langages de programmation tels que Python ou autre. 
Vous avez des compétences avancées en SQLet une connaissance approfondie des concepts e modélisation de données et de normalisation. 
Vous avez une expérience en dans la conception et la mise en œuvre d'architectures de données distribuées. 
Vous êtes force de proposition, rigoureux et disposez d'un esprit analytique et de synthèse. 
Vous aves l'esprit d'équipe et un excellent relationnel. 
Vous avez le sens de l'organisation et de la qualité. 
AUDACE : Try it! Shake it! Chez Studi nous sommes curieux, nous proposons de nouvelles solutions et sortons de notre zone de confort.
ENERGIE: Go for it! Do It! Nous donnons le meilleur de nous-même pour avancer.
SOLIDARITE: Share it! Nous favorisons la collaboration, l'entraide et la bienveillance.
RESPONSABILITE:Own it! Nous assumons une mission qui a du sens : moderniser et démocratiser l’éducation. 
Vous vous reconnaissez ?
Nous sommes impatient(e)s de vous rencontrer !
 Et puis Studi c'est aussi...
De superbes nouveaux locaux de 10 000m2
Une carte tickets restaurant SWILE
Une prime d’intéressement et participation
Des jours de congé conventionnels
Un CE
Une charte de 2 jours de Télétravail par semaine
Une mutuelle et une prévoyance d’entreprise
Petit plus, vous pouvez bénéficier au cours de votre carrière de contenus de formation Studi!
 Adressez-nous votre candidature !
 Type de contrat : CDI
Lieu : Montpellier (34 000)
Cette opportunité est ouverte aux personnes en situation de handicap.
STUDI_SJ+
Voir moins",
Alternance - Cloud Data Engineer (H/F),"{'name': 'EPSILON FRANCE', 'sector': 'Digital Marketing / Data Marketing, Big Data, AdTech / MarTech', 'employees': '600 collaborateurs', 'creation_year': '2019', 'turnover': None, 'mean_age': '38 ans'}",Alternance,Wasquehal,Non spécifié,Télétravail non autorisé,,> 6 mois,,"Descriptif du poste
L’ambition du Pôle Data Management est d'offrir la meilleure expérience à nos clients grâce à des solutions data-driven et cloud.
Nous les accompagnons sur des projets innovants et la création de modèles s'appuyant sur les nouvelles technologies.
 En tant que Cloud Data Engineer Azure et/ou Google voici vos missions : 
Contribuer à la réalisation de projets Data Client, Data Lake, Data services dans un contexte de plus en plus DevOps et Agile,
Assurer la veille technologique sur les composants d’une plateforme Data,  Datalake, Cloud,
Rédiger des documents projets (design, réalisation, déploiement, …),
Gérer l’évolution des solutions proposées, et possiblement en assurer la TMA,
Participer aux initiatives projets et à l’évolution de nos assets data internes.
C'est un travail passionnant et enrichissant pour nos collaborateurs qui sont amenés à collaborer avec le marketing, le digital et la création.","Profil recherché
Vous avez une première expérience sur des projets data en environnement cloud (GCP, Azure), ou une connaissance des DWH (sur technologie traditionnelle et/ou cloud), voire du DataOps.
Vous souhaitez évoluer sur les technologies Big Data Hadoop/HDFS, Hive, Python et le requêtage de données (Impala, Hive, ...).
Votre expérience dans le traitement de la data, sa valorisation et sa production est un atout considérable. 
Une connaissance d’un ETL (Stambia, Talend…) est un plus.
 Localisation : Campus 5.9 (Wasquehal)
Rémunération : Nous savons que le salaire est un élément essentiel pour vous ! C’est pourquoi nous en parlerons sans tabou dès les premiers échanges.
Les + EPSILON France :
Accès au Restaurant d'entreprise 
Travail Hybride grâce à notre Accord Télétravail qui autorise jusqu’à 2 jours par semaine
Engagé avec le Forfait Mobilité Durable
Voir plus"
Data Engineer confirmé - Banque - Lille,"{'name': 'SOPRA STERIA', 'sector': 'IT / Digital, Organisation / Management', 'employees': '50000 collaborateurs', 'creation_year': '1968', 'turnover': '5,1 Mds', 'mean_age': '37 ans'}",CDI,Villeneuve-d'Ascq,Non spécifié,Télétravail fréquent,,> 5 ans,,"Descriptif du poste
Votre futur environnement de travail :
Au sein d’une Data Factory, vous êtes pleinement impliqué(e) dans toutes les phases de nos projets pour le compte de grands clients, contribuant ainsi à leur succès.
Vous avez l'occasion de développer vos compétences techniques et fonctionnelles de manière approfondie, tout en travaillant sur des projets exigeants et passionnants pour le compte de grands clients du secteur bancaire.
C'est tentant non ? Alors embarquez pour une nouvelle aventure professionnelle !
 Vos missions :
Rattaché(e) à la division  « Banque », vous évoluez dans un environnement challengeant et convivial, entouré(e) de passionnés dotés d'expertises dans leurs domaines.
En tant que Data Engineer, vous évoluez sur des projets IT à forte valeur ajoutée et avez pour rôle la mise en place de pipelines de données fiables, sécurisés et à l’échelle pour soutenir la mise à disposition des données aux cas d’usage métier qui en ont besoin.
Vos activités principales sont les suivantes :
Vous travaillez avec le client pour évaluer, concevoir, déployer, améliorer et maintenir les pipelines de données 
Vous vous assurez que les pipelines de données créés sont résilients, sécurisés et accessibles 
Vous définissez le modèle opérationnel pour monitorer et supporter les pipelines de données 
Vous fournissez une expertise à nos clients sur leurs données pour assurer leur optimisation et leur sécurité par rapport à leurs besoins 
Vous apportez un savoir en gestion de la qualité et la gouvernance de la donnée pour assurer le suivi de la conformité à la gouvernance de la donnée 
Vous faites de la veille technologique dans le domaine afin d’enrichir les roadmaps technologiques et fournir des solutions modernes à nos clients.
  En parallèle de votre mission, vous pouvez également intervenir sur des sujets transverses, tels que devenir formateur sur les sujets qui vous animent ou encore participer à des challenges autour de l'innovation et du digital par le biais de notre communauté d'experts. Vous pourrez prendre part à l'accompagnement de vos collègues dans leur montée en compétences ou encore partagez vos expertises pour enrichir nos savoir-faire.
Epaulé(e) par votre manager projet et votre mentor (que vous avez choisi), vous construisez votre carrière de manière active : vous pouvez par exemple vous former via notre Academy interne, ou encore évoluer professionnellement par des mises en situation sur le terrain.
 Ce que nous vous proposons :
Un accord télétravail pour télétravailler jusqu’à 2 jours par semaine selon vos missions.
Un package avantages intéressants : une mutuelle, un CSE, des titres restaurants, un accord d’intéressement, des primes vacances et cooptation.
Un accompagnement individualisé avec un mentor. Des opportunités de carrières multiples : plus de 50 métiers, autant de passerelles à imaginer ensemble.
Plusieurs centaines de formations accessibles en toute autonomie depuis l’app mobile avec Sopra Steria Academy.
La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ». - L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore).
Informations supplémentaires
Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.
https://www.soprasteria.fr/nous-connaitre/nos-engagements
> 
Voir moins","Profil recherché
Votre profil :
Diplômé(e) d'une formation supérieur en informatique type Bac + 5 (école ingénieur, université ou équivalent), vous avez déjà acquis une expérience significative en data engineer.
Vous avez au moins l'une de ces compétences requises :
Maîtrise des technologies de bases de données Relationnelles et NoSQL
Maîtrise d’au moins un outil d’ETL/ELT (Semarchy, Informatica, Datastage, etc.)
Maîtrise des technologies de traitement distribué de données (Spark, Hadoop)
Maîtrise d’au moins un framework de streaming de données (Kafka, RabbitMQ, etc.)
Maîtrise de chaines CI/CD et de des bonnes pratiques de DataOps
Maîtrise de solution de Virutualisation de données (Denodo, Dremio, etc.)
Maîtrise d’au moins un environnement cloud public ou privé (Azure, AWS, Outscale, etc.)
 Vous avez développé de solides compétences en matière d'autonomie, d'adaptabilité et de communication."
Data Engineer H/F/X,"{'name': 'ELEVEN LABS', 'sector': 'Logiciels, IT / Digital, Audit', 'employees': '100 collaborateurs', 'creation_year': '2011', 'turnover': None, 'mean_age': '33 ans'}",CDI,Paris,Non spécifié,Télétravail fréquent,,> 2 ans,,"Descriptif du poste
Seras-tu notre furtur.e Data Engineer !
Un peu de contexte
☝️ De plus en plus de nos consultants s’intéressent de près au sujet de la Data, ce qui nous a poussé à explorer ces problématiques chez nos clients et de constater un besoin fort d’accompagnement de leur part.
Nous recherchons donc la personne qui ouvrira la voie à cette expertise chez Eleven Labs et qui accompagnera la création de l’escouade Data !","Profil recherché
Nos attentes
🧠 Nous recherchons quelqu’un d’expérimenté/e dans la mise en place de pipeline ETL/ELT et data lake / data hub, capable de répondre au mieux aux problématiques qui lui seront soumises, pour qui les requêtes SQL, NoSQL sur BDD n’ont aucun secret, et qui maîtrise déjà une ou plusieurs solutions de Data Warehouse (de type BigQuery ou SnowFlake).
🍒 Cerise sur le gâteau : on cherche aussi un profil maîtrisant les langages type Python, Java ou Scala pour customiser les steps, avec bien entendu des connaissances solides sur des outils comme Spark, Jupyter ou encore Cloud Run comme outils de calcul distribué. Des connaissances dans l’utilisation d’outils ML et d’environnement Cloud en général sont un vrai plus.
🎭 Côté personnalité, et outre cet aspect expérimenté et “ouvreur de voie”, on cherche quelqu’un de moteur, avec un réel enthousiasme à transmettre ses connaissances, former et échanger.
Les missions
🕵️ Les missions proposées te feront intervenir dans des secteurs divers, avec des cas d’usage variés souvent en lien avec le marketing et impliqueront principalement :
d’être force de proposition quant au choix des outils et pratiques ;
Voir plus"
STAGE / ALTERNANCE - Data Engineer @ Startup Juno,"{'name': 'OSS VENTURES', 'sector': 'SaaS / Cloud Services', 'employees': '20 collaborateurs', 'creation_year': '2018', 'turnover': None, 'mean_age': '32 ans'}","Stage
(4 à 12 mois)",Paris,"1,3K € par mois",Télétravail fréquent,,,Bac +5 / Master,"Descriptif du poste
Mission et objectifs
En tant que data engineer, tu seras responsable de la conception, du développement, de la mise en œuvre de stream d’intégration et de transformation de données (ETL) et de création de dashboard analytics
Nous voulons faire de ton stage une vraie réussite, que tu puisses à la fois t’épanouir et devenir un réel pilier dans notre organisation, l’objectif est de te proposer un CDI à l’issue de ton stage.
Tes missions
Travailler en étroite collaboration avec les développeurs et les Operations managers pour identifier les problèmes à résoudre et concevoir des solutions de data engineering approprié.
Conception et mise en œuvre de pipelines de données robustes pour l’extraction, la transformation et l’ingestion des données (ETL).
Développement de solutions de stockage de données optimisées pour garantir l’intégrité et l’accessibilité des données.
Collaboration étroite avec les équipe pour développer des stratégies de visualisation des données qui traduisent les données complexes en insights actionnables.
Assurer la qualité et la cohérence des données à travers des tests rigoureux et un suivi continu.
Suivre les dernières tendances et technologies en matière de data engineering
Voir moins","Profil recherché
Diplôme en informatique, en mathématiques, en statistiques ou dans un domaine connexe.
Tu es polyvalent(e), créatif(ve) et autonome, avec une bonne capacité d’adaptation
Maîtrise poussée du SQL exigée (Postgres, MySql où autre)
Maîtrise d’un des langages de programmation tels que Python, NodeJs, etc.
Expérience en intégration de données pour les bases de données relationnelles et non relationnelles avec des ETLs
Capacité à travailler en équipe, à communiquer efficacement et à gérer plusieurs tâches simultanément.
Tu es passionné(e) par les nouvelles technologies et/ou par l’industrie"
Stagiaire / Intern Data Engineer,"{'name': 'QUANTCUBE TECHNOLOGY', 'sector': 'Intelligence artificielle / Machine Learning, FinTech / InsurTech, Big Data', 'employees': '55 collaborateurs', 'creation_year': '2013', 'turnover': None, 'mean_age': '28 ans'}","Stage
(6 mois)",Paris,Non spécifié,Télétravail fréquent,,< 6 mois,Bac +5 / Master,"Descriptif du poste
At the forefront of AI innovation and investment strategies, we’re a leading company on the lookout for a passionate Junior Data Engineer to join our dynamic and rapidly expanding quantitative team. Our mission revolves around setting up cutting-edge technology, fortified infrastructure, and ingenious quantitative methodologies to drive our business and sustain a competitive advantage in the market.
Your primary responsibility will manage the freshly installed infrastructure and systems that lie at the heart of our quant desk. Picture yourself in charge of architecting ingenious trading systems, managing our databases, and maintaining seamless communication with our full-stack developers to continuously enhance and elevate our existing dashboards.
Missions:
You will be a pivotal and essential member of our team. Your assignments will immerse you in the heart of our current projects, providing you with unparalleled opportunities for growth and impact. Your daily tasks will include:
Pioneering the development, rigorous testing, and deployment of quantitative trading systems, databases, and other mission-critical software.
Playing a pivotal role in the architectural decision-making process, architecting scalable solutions to the most intricate challenges that come our way.
Coordinating role between the Quant team and the IT team (full-stack developers and DevOps engineers), ensuring the meticulous management and real-time monitoring of our trading desk dashboard.
Maintaining the pulse of our database, meticulously safeguarding its performance, availability, scalability, and security to ensure it runs like clockwork.
What we offer
At the heart of these assignments lies the opportunity to drive innovation forward in the world of AI and finance. You will have the opportunity to take part to challenging and valuable projects, to communicate directly with our IT, Product and Data Science teams, at the forefront of AI for economics and finance.
You’ll also be joining a multicultural, warm and close-knit team that loves to organise events and activities after work.
A la pointe de l’innovation en matière d’IA et de stratégies d’investissement, nous sommes une entreprise de premier plan à la recherche d’un ingénieur de données passionné pour rejoindre notre équipe dynamique d’analyst quantitatifs et en pleine expansion. Notre mission consiste à mettre en place une technologie de pointe, une infrastructure fortifiée et des méthodologies quantitatives ingénieuses pour stimuler notre activité et maintenir un avantage concurrentiel sur le marché.
Votre principale responsabilité sera de gérer l’infrastructure nouvellement mise en place et les systèmes qui sont au cœur de notre desk quantitatif. Vous vous imaginez en charge de l’architecture de systèmes de trading ingénieux, de la gestion de nos bases de données et du maintien d’une communication transparente avec nos développeurs full-stack afin d’améliorer et de rehausser continuellement nos tableaux de bord existants.
Missions :
Vous serez un membre essentiel de notre équipe. Vos missions vous plongeront au cœur de nos projets actuels, vous offrant des opportunités de croissance et d’impact inégalées. Vos tâches quotidiennes consisteront notamment à
Être pionnier dans le développement, les tests rigoureux et le déploiement de systèmes de négociation quantitative, de bases de données et d’autres logiciels critiques.
Jouer un rôle central dans le processus de prise de décision en matière d’architecture, en élaborant des solutions évolutives pour relever les défis les plus complexes qui se présentent à nous.
Rôle de coordination entre l’équipe Quant et l’équipe IT (développeurs Full-Stack et ingénieurs DevOps), assurant la gestion méticuleuse et le suivi en temps réel du tableau de bord de notre trading desk.
Prendre le pouls de notre base de données, en protégeant méticuleusement ses performances, sa disponibilité, son évolutivité et sa sécurité afin de s’assurer qu’elle fonctionne comme une horloge.
Ce que nous proposons
Au cœur de ces missions se trouve l’opportunité de faire avancer l’innovation dans le monde de l’IA et de la finance. Vous aurez l’occasion de participer à des projets stimulants et utiles, de communiquer directement avec nos équipes IT, Produit et Data Science, à la pointe de l’IA pour l’économie et la finance.
Vous rejoindrez également une équipe multiculturelle, chaleureuse et soudée qui aime organiser des événements et des activités après le travail.
Voir moins","Profil recherché
Degree in Computer Science, Engineering, Mathematics, or a related quantitative discipline
Knowledge of python packages (requests, beautiful soup, selenium) and SQL database management systems
Strong knowledge of data structures, algorithms, and object-oriented programming
Proficiency in UNIX commands and Linux development
Good development practices: version control, testing
What is a plus :
First experience in Quantitative trading environment
Interest in Finance, trading systems and relevant technology
Strong problem-solving abilities, with an analytical mind and a keen attention to detail
Excellent written and verbal communication skills
QuantCube recruits and recognises all talents.
Diplôme en informatique, ingénierie, mathématiques ou dans une discipline quantitative similaire
Connaissance des paquets Python (requests, beautiful soup, selenium) et des systèmes de gestion de bases de données SQL
Voir plus"
Senior Data Engineer H/F,"{'name': 'QANTEV', 'sector': 'Intelligence artificielle / Machine Learning, FinTech / InsurTech, SaaS / Cloud Services', 'employees': '46 collaborateurs', 'creation_year': '2018', 'turnover': None, 'mean_age': '29 ans'}",CDI,Paris,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
What you will be doing
As a member of the data science and engineering team, alongside our technical experts, you will be able to:
Improve our OCR pipeline deployed on insurance claims data.
Work on our NLP pipelines for medical coding inference and sentiment analysis on hospital reviews.
Enhance our fraud detection machine learning models.
Scale our proprietary patient journey optimizer based on state-of-the-art optimal transport.
Implement and optimize the associated algorithms.
Integrate your contribution in our python/postgresql/elasticsearch stack.
Develop test framework for the models.
Think about the best ways to deploy our machine learning models at scale.
Continuously provide ideas to improve the solution.","Profil recherché
Preferred Experience
What you need to succeed
3+ years of experience in the field of data engineering and machine learning.
Advanced technical skills in Applied Mathematics, preferably in machine learning,
probabilistic modeling, computer sciences, statistics and/or operations research
Strong analysis and synthesis abilities, not afraid to deal with details.
Proficient knowledge of Python and Deep Learning Frameworks.
Ability to read, understand and implement research papers.
Able to write quality production code and provide coding review to improve the skills of the team.
Fluent in English.
Bonus skills
Working on production-grade projects with good software engineering insights.
Previous experience working within an agile framework.
Previous startup or health insurance experience.
Fluency in a language other than English or French.
Voir plus"
Data Engineer,"{'name': 'THE PRODUCT CREW', 'sector': 'Recrutement', 'employees': '10 collaborateurs', 'creation_year': '2020', 'turnover': None, 'mean_age': '30 ans'}",CDI,Paris,Non spécifié,Télétravail non autorisé,,,,,
